user_id,persona,tenure_days,obs_total_sessions,obs_avg_sessions_per_week,obs_recent_30d_sessions,obs_prior_30d_sessions,obs_session_trend_ratio,obs_days_since_last_watch,avg_completion_rate,genre_diversity,favorite_genre,churned_next_30d
68,casual_viewer,372,75,8.75,42,33,1.2727272727272727,0,0.5626955303987957,7,Documentaries,0
69,power_binger,569,168,19.6,82,86,0.9534883720930233,0,0.8356675514723041,9,Sci-Fi & Fantasy,0
70,casual_viewer,277,63,7.3500000000000005,28,35,0.8,1,0.5795333576305847,6,Documentaries,0
71,casual_viewer,153,66,7.7,35,31,1.1290322580645162,0,0.5709700513463537,3,Comedies,0
72,casual_viewer,541,58,6.766666666666667,29,29,1.0,0,0.5763134390310435,7,Documentaries,0
73,weekend_watcher,292,37,4.316666666666666,17,20,0.85,0,0.744158040623038,5,Stand-Up Comedy,0
74,casual_viewer,717,77,8.983333333333334,44,33,1.3333333333333333,0,0.6219770934165033,7,Romantic Movies,0
75,power_binger,368,183,21.35,93,90,1.0333333333333334,1,0.8379908945277622,7,Thrillers,0
76,casual_viewer,151,57,6.65,22,35,0.6285714285714286,6,0.5716835869035838,3,Documentaries,0
77,casual_viewer,295,67,7.816666666666667,35,32,1.09375,0,0.6207876095460073,5,Documentaries,0
78,churning_user,284,39,4.55,9,30,0.3,5,0.3284064777827249,3,Thrillers,0
79,churning_user,222,37,4.316666666666666,5,32,0.15625,2,0.3074357300671248,7,TV Dramas,0
80,weekend_watcher,676,50,5.833333333333334,20,30,0.6666666666666666,1,0.6726567091837445,9,Children & Family Movies,0
81,churning_user,231,28,3.2666666666666666,4,24,0.16666666666666666,26,0.3150284720328002,6,TV Dramas,0
82,casual_viewer,285,71,8.283333333333333,34,37,0.918918918918919,0,0.6194212435564288,4,Comedies,0
83,weekend_watcher,281,62,7.233333333333333,30,32,0.9375,0,0.7301274562306139,8,Stand-Up Comedy,0
84,power_binger,647,176,20.533333333333335,87,89,0.9775280898876404,0,0.857069128103955,8,Thrillers,0
85,power_binger,466,179,20.883333333333333,99,80,1.2375,0,0.8437246534369003,6,TV Dramas,0
86,power_binger,481,161,18.783333333333335,84,77,1.0909090909090908,1,0.8497445588567177,6,Thrillers,0
87,weekend_watcher,243,44,5.133333333333334,26,18,1.4444444444444444,2,0.7303729967443136,8,Kids' TV,0
88,casual_viewer,103,57,6.65,31,26,1.1923076923076923,0,0.5915561327064252,4,Documentaries,0
89,power_binger,509,183,21.35,103,80,1.2875,0,0.8518480583680149,5,TV Dramas,0
90,churning_user,257,33,3.85,7,26,0.2692307692307692,3,0.33137136537142403,4,Crime TV Shows,0
91,power_binger,635,169,19.71666666666667,85,84,1.0119047619047619,0,0.8485681653792444,8,Crime TV Shows,0
92,churning_user,141,27,3.15,4,23,0.17391304347826086,12,0.32808444503211975,5,Crime TV Shows,0
93,casual_viewer,547,68,7.933333333333334,40,28,1.4285714285714286,0,0.6328489014734558,6,Romantic Movies,0
94,casual_viewer,598,67,7.816666666666667,33,34,0.9705882352941176,0,0.5783897865443381,6,Comedies,0
95,casual_viewer,685,59,6.883333333333334,27,32,0.84375,1,0.6006693557971329,6,Romantic Movies,0
96,churning_user,234,35,4.083333333333333,10,25,0.4,1,0.31307557073806497,7,Thrillers,0
97,casual_viewer,643,69,8.05,31,38,0.8157894736842105,0,0.5860780105047737,8,Documentaries,0
98,power_binger,521,168,19.6,78,90,0.8666666666666667,0,0.8625563620297004,9,Crime TV Shows,0
99,power_binger,185,168,19.6,78,90,0.8666666666666667,0,0.85636652809204,8,Thrillers,0
100,new_user,14,0,0.0,0,0,0.0,60,0.0,15,Romantic TV Shows,0
101,new_user,11,0,0.0,0,0,0.0,60,0.0,9,Dramas,0
102,churning_user,229,35,4.083333333333333,3,32,0.09375,0,0.29564950612456814,4,TV Dramas,0
103,casual_viewer,413,82,9.566666666666666,42,40,1.05,0,0.6226851276301398,6,Documentaries,0
104,new_user,3,0,0.0,0,0,0.0,60,0.0,8,Horror Movies,0
105,weekend_watcher,184,46,5.366666666666667,22,24,0.9166666666666666,0,0.6919306437090151,4,Romantic Movies,0
106,weekend_watcher,237,41,4.783333333333333,19,22,0.8636363636363636,2,0.72970172398424,5,Romantic Movies,0
107,casual_viewer,487,65,7.583333333333334,29,36,0.8055555555555556,2,0.6236348843924329,8,Romantic Movies,0
108,casual_viewer,306,58,6.766666666666667,29,29,1.0,2,0.535185674614767,8,Romantic Movies,0
109,power_binger,386,150,17.5,68,82,0.8292682926829268,0,0.8319947446884152,9,Thrillers,0
110,new_user,25,0,0.0,0,0,0.0,60,0.0,13,Romantic Movies,0
111,casual_viewer,491,69,8.05,39,30,1.3,0,0.5826238866995443,3,Comedies,0
112,casual_viewer,250,64,7.466666666666667,24,40,0.6,0,0.5858554996678468,4,Documentaries,0
113,casual_viewer,359,58,6.766666666666667,25,33,0.7575757575757576,1,0.5982005224640514,8,Comedies,0
114,churning_user,449,45,5.25,5,40,0.125,0,0.3232107412128763,5,Thrillers,1
115,power_binger,297,169,19.71666666666667,71,98,0.7244897959183674,1,0.8513886618541616,4,Sci-Fi & Fantasy,0
116,weekend_watcher,552,49,5.716666666666667,27,22,1.2272727272727273,0,0.7115629274429431,4,Children & Family Movies,0
117,weekend_watcher,661,46,5.366666666666667,25,21,1.1904761904761905,0,0.7317313201978766,7,Kids' TV,0
118,weekend_watcher,173,41,4.783333333333333,21,20,1.05,0,0.6904867767736096,9,Children & Family Movies,0
119,casual_viewer,123,55,6.416666666666667,26,29,0.896551724137931,0,0.5667980123378867,6,Romantic Movies,0
120,churning_user,237,27,3.15,3,24,0.125,13,0.33909186340669883,5,TV Dramas,0
121,churning_user,249,42,4.9,13,29,0.4482758620689655,0,0.3028521019737343,5,Thrillers,1
122,churning_user,201,44,5.133333333333334,11,33,0.3333333333333333,1,0.29118297308841157,7,Thrillers,0
123,power_binger,586,163,19.016666666666666,80,83,0.963855421686747,0,0.8475791222042881,8,Sci-Fi & Fantasy,0
124,casual_viewer,160,68,7.933333333333334,30,38,0.7894736842105263,0,0.5761814008695298,3,Romantic Movies,0
125,power_binger,446,174,20.3,86,88,0.9772727272727273,0,0.8541411073430518,7,Crime TV Shows,0
126,casual_viewer,517,63,7.3500000000000005,20,43,0.46511627906976744,0,0.6054675159137959,5,Romantic Movies,0
127,casual_viewer,266,63,7.3500000000000005,32,31,1.032258064516129,0,0.5879829954782378,7,Documentaries,0
128,power_binger,721,160,18.666666666666668,81,79,1.0253164556962024,0,0.8500720925376946,9,Thrillers,0
129,power_binger,493,165,19.25,83,82,1.0121951219512195,0,0.8490657827624569,7,TV Dramas,0
130,churning_user,206,41,4.783333333333333,11,30,0.36666666666666664,1,0.3147787998719777,6,Crime TV Shows,0
131,power_binger,280,183,21.35,96,87,1.103448275862069,0,0.8514089311252294,6,TV Dramas,0
132,new_user,2,0,0.0,0,0,0.0,60,0.0,15,TV Dramas,0
133,churning_user,329,29,3.3833333333333333,9,20,0.45,0,0.28901822769805147,6,Thrillers,1
134,casual_viewer,671,54,6.3,26,28,0.9285714285714286,1,0.6318301076157005,8,Romantic Movies,0
135,churning_user,387,38,4.433333333333334,10,28,0.35714285714285715,3,0.33684203955331904,3,Thrillers,1
136,power_binger,591,163,19.016666666666666,89,74,1.2027027027027026,0,0.8506354451028997,8,Crime TV Shows,0
137,new_user,4,0,0.0,0,0,0.0,60,0.0,9,Reality TV,0
138,casual_viewer,95,70,8.166666666666666,30,40,0.75,0,0.6020856289233368,3,Comedies,0
139,weekend_watcher,432,39,4.55,20,19,1.0526315789473684,0,0.6990079868286158,8,Kids' TV,0
140,power_binger,238,170,19.833333333333332,102,68,1.5,0,0.8555538068362009,9,TV Dramas,0
141,casual_viewer,347,70,8.166666666666666,31,39,0.7948717948717948,0,0.5959903593759879,4,Romantic Movies,0
142,casual_viewer,335,58,6.766666666666667,27,31,0.8709677419354839,0,0.5943930824782061,3,Documentaries,0
143,new_user,29,0,0.0,0,0,0.0,60,0.0,10,Kids' TV,0
144,churning_user,333,33,3.85,6,27,0.2222222222222222,4,0.3285430401498797,4,Crime TV Shows,0
145,casual_viewer,557,52,6.066666666666666,29,23,1.2608695652173914,3,0.5677014780219213,7,Romantic Movies,0
146,casual_viewer,593,71,8.283333333333333,45,26,1.7307692307692308,0,0.5814395333267842,8,Romantic Movies,0
147,casual_viewer,391,49,5.716666666666667,19,30,0.6333333333333333,0,0.5903634546779918,8,Comedies,0
148,churning_user,174,34,3.966666666666667,6,28,0.21428571428571427,8,0.2689227937013277,4,TV Dramas,0
149,casual_viewer,636,63,7.3500000000000005,37,26,1.4230769230769231,0,0.612870663570624,7,Comedies,0
150,power_binger,385,203,23.683333333333334,120,83,1.4457831325301205,0,0.8442202934666726,4,Sci-Fi & Fantasy,0
151,weekend_watcher,219,53,6.183333333333334,22,31,0.7096774193548387,2,0.7318246637558,9,Romantic Movies,0
152,weekend_watcher,499,50,5.833333333333334,24,26,0.9230769230769231,0,0.6655631959638455,4,Romantic Movies,0
153,power_binger,621,163,19.016666666666666,81,82,0.9878048780487805,0,0.8518460340018669,6,Thrillers,0
154,churning_user,156,32,3.7333333333333334,7,25,0.28,1,0.35573153269255575,3,TV Dramas,0
155,power_binger,652,169,19.71666666666667,80,89,0.898876404494382,0,0.8542608566576674,7,TV Dramas,0
156,churning_user,248,29,3.3833333333333333,4,25,0.16,19,0.2888538108478259,4,Thrillers,0
157,casual_viewer,487,55,6.416666666666667,24,31,0.7741935483870968,1,0.5515876042089466,7,Romantic Movies,0
158,churning_user,151,29,3.3833333333333333,5,24,0.20833333333333334,13,0.304955122613425,5,Thrillers,0
159,weekend_watcher,283,57,6.65,29,28,1.0357142857142858,0,0.7272252993015291,8,Romantic Movies,0
160,weekend_watcher,606,45,5.25,24,21,1.1428571428571428,0,0.6747391312791032,7,Kids' TV,0
161,power_binger,505,166,19.366666666666667,83,83,1.0,0,0.8450641220809224,7,Thrillers,0
162,new_user,9,0,0.0,0,0,0.0,60,0.0,10,Documentaries,0
163,casual_viewer,474,61,7.116666666666667,27,34,0.7941176470588235,1,0.6384842713724234,3,Comedies,0
164,power_binger,292,153,17.85,89,64,1.390625,0,0.8585011611866079,5,Crime TV Shows,0
165,churning_user,248,40,4.666666666666667,10,30,0.3333333333333333,6,0.26791870800236295,4,Thrillers,0
166,casual_viewer,351,62,7.233333333333333,34,28,1.2142857142857142,0,0.6115111107205874,7,Documentaries,0
167,weekend_watcher,263,48,5.6000000000000005,26,22,1.1818181818181819,3,0.6945738359769095,4,Children & Family Movies,0
168,weekend_watcher,470,64,7.466666666666667,33,31,1.064516129032258,0,0.6987244177350896,6,Romantic Movies,0
169,casual_viewer,428,58,6.766666666666667,27,31,0.8709677419354839,1,0.6150378920340103,8,Romantic Movies,0
170,new_user,28,0,0.0,0,0,0.0,60,0.0,8,TV Dramas,0
171,casual_viewer,630,66,7.7,33,33,1.0,2,0.5888209184311145,8,Romantic Movies,0
172,churning_user,146,29,3.3833333333333333,4,25,0.16,3,0.29910164575329906,7,Thrillers,0
173,casual_viewer,198,59,6.883333333333334,24,35,0.6857142857142857,0,0.5518085511791385,7,Romantic Movies,0
174,new_user,17,0,0.0,0,0,0.0,60,0.0,15,TV Dramas,0
175,power_binger,502,182,21.233333333333334,86,96,0.8958333333333334,0,0.8439243576118496,8,Sci-Fi & Fantasy,0
176,power_binger,480,173,20.183333333333334,92,81,1.1358024691358024,0,0.8541795163733817,6,TV Dramas,0
177,casual_viewer,476,52,6.066666666666666,23,29,0.7931034482758621,3,0.6420469085515778,3,Romantic Movies,0
178,new_user,20,0,0.0,0,0,0.0,60,0.0,10,Independent Movies,0
179,weekend_watcher,342,41,4.783333333333333,21,20,1.05,0,0.7202117329256098,6,Romantic Movies,0
180,weekend_watcher,695,44,5.133333333333334,23,21,1.0952380952380953,0,0.706999442404432,4,Stand-Up Comedy,0
181,weekend_watcher,647,49,5.716666666666667,23,26,0.8846153846153846,0,0.672480167660379,6,Children & Family Movies,0
182,weekend_watcher,132,55,6.416666666666667,28,27,1.037037037037037,2,0.7025465312270642,4,Stand-Up Comedy,0
183,churning_user,118,32,3.7333333333333334,8,24,0.3333333333333333,7,0.3248597429990445,4,Crime TV Shows,0
184,casual_viewer,93,60,7.0,29,31,0.9354838709677419,1,0.6221656245367007,5,Documentaries,0
185,weekend_watcher,561,53,6.183333333333334,24,29,0.8275862068965517,2,0.7119207429179261,4,Children & Family Movies,0
186,churning_user,314,32,3.7333333333333334,4,28,0.14285714285714285,4,0.2590166980468044,4,Crime TV Shows,0
187,casual_viewer,613,61,7.116666666666667,28,33,0.8484848484848485,2,0.6574276984314915,8,Romantic Movies,0
188,power_binger,604,209,24.383333333333333,116,93,1.2473118279569892,0,0.8424172245430905,5,Crime TV Shows,0
189,weekend_watcher,123,46,5.366666666666667,20,26,0.7692307692307693,1,0.6936929558476536,6,Children & Family Movies,0
190,casual_viewer,382,70,8.166666666666666,35,35,1.0,0,0.6288867981629064,3,Documentaries,0
191,new_user,8,0,0.0,0,0,0.0,60,0.0,13,International Movies,0
192,casual_viewer,271,70,8.166666666666666,25,45,0.5555555555555556,2,0.6095938365620145,3,Comedies,0
193,power_binger,499,192,22.400000000000002,92,100,0.92,0,0.8607798779922824,4,TV Dramas,0
194,weekend_watcher,626,47,5.483333333333333,24,23,1.0434782608695652,0,0.6968783714314944,7,Stand-Up Comedy,0
195,power_binger,297,189,22.05,96,93,1.032258064516129,0,0.8517172181528608,9,Thrillers,0
196,power_binger,339,160,18.666666666666668,73,87,0.8390804597701149,1,0.8538956676581343,9,Thrillers,0
197,churning_user,101,34,3.966666666666667,5,29,0.1724137931034483,8,0.3320032006295246,8,Crime TV Shows,0
198,weekend_watcher,302,57,6.65,30,27,1.1111111111111112,0,0.6968428717903673,4,Stand-Up Comedy,0
199,power_binger,711,170,19.833333333333332,84,86,0.9767441860465116,0,0.8404761124649964,7,Thrillers,0
200,casual_viewer,190,64,7.466666666666667,31,33,0.9393939393939394,1,0.5581918409769699,3,Comedies,0
201,weekend_watcher,99,54,6.3,26,28,0.9285714285714286,0,0.6908118826285632,5,Stand-Up Comedy,0
202,new_user,7,0,0.0,0,0,0.0,60,0.0,10,International Movies,0
203,churning_user,469,30,3.5,5,25,0.2,5,0.29243411869007124,3,Crime TV Shows,0
204,power_binger,238,161,18.783333333333335,92,69,1.3333333333333333,1,0.8614850848122234,9,Crime TV Shows,0
205,power_binger,461,207,24.150000000000002,99,108,0.9166666666666666,0,0.8499516584796293,8,Thrillers,0
206,casual_viewer,106,47,5.483333333333333,23,24,0.9583333333333334,0,0.5648334579924953,4,Comedies,0
207,power_binger,568,189,22.05,97,92,1.0543478260869565,0,0.8432629384250201,8,Sci-Fi & Fantasy,0
208,churning_user,180,35,4.083333333333333,12,23,0.5217391304347826,0,0.32658043300240164,6,TV Dramas,0
209,power_binger,599,166,19.366666666666667,86,80,1.075,0,0.8534714801850919,7,Thrillers,0
210,churning_user,125,47,5.483333333333333,6,41,0.14634146341463414,5,0.33880577459650213,5,Crime TV Shows,0
211,churning_user,343,32,3.7333333333333334,8,24,0.3333333333333333,13,0.2537782794297101,8,Thrillers,0
212,churning_user,231,30,3.5,4,26,0.15384615384615385,0,0.3080613576835205,3,TV Dramas,0
213,power_binger,681,149,17.383333333333333,73,76,0.9605263157894737,0,0.8578272381447363,5,Sci-Fi & Fantasy,0
214,weekend_watcher,461,40,4.666666666666667,18,22,0.8181818181818182,3,0.7051381840432024,8,Kids' TV,0
215,weekend_watcher,675,49,5.716666666666667,27,22,1.2272727272727273,0,0.6908997032495128,4,Stand-Up Comedy,0
216,weekend_watcher,351,60,7.0,24,36,0.6666666666666666,2,0.6717028151221361,9,Kids' TV,0
217,power_binger,576,180,21.0,101,79,1.2784810126582278,0,0.8482324740202081,6,TV Dramas,0
218,power_binger,399,166,19.366666666666667,85,81,1.0493827160493827,0,0.8403539087829068,5,Thrillers,0
219,new_user,8,0,0.0,0,0,0.0,60,0.0,12,Comedies,0
220,casual_viewer,318,55,6.416666666666667,30,25,1.2,0,0.5900792318709719,7,Documentaries,0
221,casual_viewer,639,63,7.3500000000000005,27,36,0.75,1,0.5689592007546354,8,Comedies,0
222,casual_viewer,157,63,7.3500000000000005,35,28,1.25,1,0.6076977234937118,8,Comedies,0
223,churning_user,156,30,3.5,6,24,0.25,1,0.3050525018634786,8,Thrillers,0
224,new_user,28,0,0.0,0,0,0.0,60,0.0,8,British TV Shows,0
225,casual_viewer,720,63,7.3500000000000005,33,30,1.1,0,0.6087506301818217,5,Romantic Movies,0
226,new_user,24,0,0.0,0,0,0.0,60,0.0,8,TV Comedies,0
227,power_binger,470,150,17.5,69,81,0.8518518518518519,0,0.8466807688429493,7,Sci-Fi & Fantasy,0
228,churning_user,394,45,5.25,9,36,0.25,1,0.332689264229607,4,Thrillers,0
229,churning_user,218,42,4.9,5,37,0.13513513513513514,8,0.3158029424861772,8,Crime TV Shows,0
230,power_binger,598,165,19.25,77,88,0.875,0,0.8450282281596094,5,TV Dramas,0
231,power_binger,432,171,19.95,83,88,0.9431818181818182,0,0.8574948115541677,9,Thrillers,0
232,casual_viewer,432,75,8.75,35,40,0.875,0,0.6190212604393985,7,Documentaries,0
233,new_user,29,0,0.0,0,0,0.0,60,0.0,11,Sports Movies,0
234,churning_user,248,22,2.566666666666667,4,18,0.2222222222222222,6,0.35408547749153346,5,Thrillers,0
235,new_user,22,0,0.0,0,0,0.0,60,0.0,13,Romantic Movies,0
236,weekend_watcher,113,56,6.533333333333333,26,30,0.8666666666666667,2,0.6977888855485092,8,Stand-Up Comedy,0
237,casual_viewer,543,65,7.583333333333334,26,39,0.6666666666666666,0,0.6077183925607935,8,Comedies,0
238,weekend_watcher,605,55,6.416666666666667,28,27,1.037037037037037,1,0.7018719418171632,5,Children & Family Movies,0
239,power_binger,556,170,19.833333333333332,93,77,1.2077922077922079,0,0.8575958269554267,9,TV Dramas,0
240,power_binger,503,160,18.666666666666668,79,81,0.9753086419753086,0,0.8447519056507243,5,Thrillers,0
241,weekend_watcher,386,49,5.716666666666667,25,24,1.0416666666666667,0,0.7270914459149065,7,Children & Family Movies,0
242,weekend_watcher,271,53,6.183333333333334,32,21,1.5238095238095237,4,0.6808983800509172,7,Romantic Movies,0
243,casual_viewer,541,60,7.0,30,30,1.0,0,0.5931593273711386,5,Documentaries,0
244,churning_user,315,29,3.3833333333333333,5,24,0.20833333333333334,4,0.3699144013074112,5,Crime TV Shows,0
245,churning_user,267,36,4.2,7,29,0.2413793103448276,12,0.28149662193323155,6,Crime TV Shows,0
246,weekend_watcher,480,51,5.95,26,25,1.04,0,0.6964338652510624,5,Romantic Movies,0
247,churning_user,140,41,4.783333333333333,8,33,0.24242424242424243,0,0.2767687850111698,5,Thrillers,0
248,casual_viewer,409,57,6.65,25,32,0.78125,0,0.6206032646254008,5,Romantic Movies,0
249,casual_viewer,509,59,6.883333333333334,23,36,0.6388888888888888,2,0.5605780844483959,8,Comedies,0
250,casual_viewer,187,65,7.583333333333334,32,33,0.9696969696969697,2,0.605116247125465,8,Documentaries,0
251,churning_user,380,32,3.7333333333333334,6,26,0.23076923076923078,7,0.33203529371680773,7,Crime TV Shows,0
252,weekend_watcher,171,49,5.716666666666667,24,25,0.96,0,0.7327866483669675,6,Stand-Up Comedy,0
253,casual_viewer,480,79,9.216666666666667,39,40,0.975,1,0.5977531454985838,4,Romantic Movies,0
254,casual_viewer,628,62,7.233333333333333,34,28,1.2142857142857142,0,0.5970522554734587,5,Documentaries,0
255,casual_viewer,515,65,7.583333333333334,27,38,0.7105263157894737,1,0.6399092350034931,7,Documentaries,0
256,weekend_watcher,236,52,6.066666666666666,22,30,0.7333333333333333,0,0.7397209290240127,7,Stand-Up Comedy,0
257,weekend_watcher,640,53,6.183333333333334,28,25,1.12,1,0.7334763957947704,9,Stand-Up Comedy,0
258,power_binger,338,168,19.6,76,92,0.8260869565217391,0,0.8580090208489674,6,Crime TV Shows,0
259,power_binger,538,188,21.933333333333334,101,87,1.160919540229885,0,0.8548443435559764,4,Crime TV Shows,0
260,churning_user,363,37,4.316666666666666,7,30,0.23333333333333334,9,0.291977596920056,3,Thrillers,1
261,power_binger,538,163,19.016666666666666,75,88,0.8522727272727273,0,0.8453878784422032,9,TV Dramas,0
262,weekend_watcher,410,57,6.65,28,29,0.9655172413793104,2,0.7001353431499638,7,Kids' TV,0
