obs_avg_sessions_per_week,avg_completion_rate,genre_diversity,tenure_days,obs_recent_30d_sessions,obs_prior_30d_sessions,obs_session_trend_ratio,user_id,segment,actual_churned,churn_probability
6.183333333333334,0.7218408991754441,4,370,24,29,0.8275862068965517,2141,Steady Regulars,0,0.0
0.0,0.0,9,7,0,0,0.0,2061,New / Cold-Start Users,0,0.0013
5.366666666666667,0.6669088246350648,4,482,22,24,0.9166666666666666,2682,Steady Regulars,0,0.0
6.183333333333334,0.7436645973323526,5,688,27,26,1.0384615384615383,2213,Steady Regulars,0,0.0
8.05,0.5977056312895349,8,192,39,30,1.3,1678,Steady Regulars,0,0.0
4.433333333333334,0.3677073087597206,4,491,8,30,0.2666666666666666,2835,Churning Users,0,0.5814378946826434
6.066666666666666,0.6921994538193231,4,475,36,16,2.25,3054,Steady Regulars,0,0.0
7.466666666666667,0.6160143423066402,5,336,27,37,0.7297297297297297,2475,Steady Regulars,0,0.0
4.9,0.2602805084275534,6,481,7,35,0.2,492,Churning Users,0,0.8705113820478683
7.583333333333334,0.6295470136920427,6,332,34,31,1.096774193548387,3332,Steady Regulars,0,0.0
7.466666666666667,0.5589502286508053,4,730,26,38,0.6842105263157895,2616,Steady Regulars,0,0.0
4.9,0.7085329382608833,7,500,24,18,1.3333333333333333,3627,Steady Regulars,0,0.0
3.3833333333333333,0.243382474344374,3,193,4,25,0.16,1024,Churning Users,0,0.8572543174788265
4.666666666666667,0.3014548820521922,5,485,5,35,0.1428571428571428,2155,Churning Users,0,0.7649030623007215
5.6000000000000005,0.7073774792009703,6,144,28,20,1.4,630,Steady Regulars,0,0.0
6.416666666666667,0.6734191957555609,8,267,26,29,0.896551724137931,3543,Steady Regulars,0,0.0
20.416666666666668,0.834064463986285,5,418,87,88,0.9886363636363636,395,Power Bingers,0,0.0
0.0,0.0,13,27,0,0,0.0,1767,New / Cold-Start Users,0,0.0
4.666666666666667,0.3184131942222923,6,94,11,29,0.3793103448275862,2451,Churning Users,0,0.6150580391606633
19.6,0.8625563620297004,9,521,78,90,0.8666666666666667,98,Power Bingers,0,0.0
0.0,0.0,13,18,0,0,0.0,2999,New / Cold-Start Users,0,0.0
7.466666666666667,0.5767187982015016,3,336,32,32,1.0,4686,Steady Regulars,0,0.0
0.0,0.0,12,27,0,0,0.0,4185,New / Cold-Start Users,0,0.0
18.78333333333333,0.8441498958256778,9,567,86,75,1.1466666666666667,2059,Power Bingers,0,0.0
19.83333333333333,0.8469635939926775,4,584,79,91,0.8681318681318682,269,Power Bingers,0,0.0
6.066666666666666,0.709277351682834,6,663,25,27,0.925925925925926,4314,Steady Regulars,0,0.0
4.55,0.3284064777827249,3,284,9,30,0.3,78,Churning Users,0,0.8694811709421246
6.766666666666667,0.6071964043330628,3,109,29,29,1.0,1939,Steady Regulars,0,0.0
3.733333333333333,0.3703453076494128,3,232,8,24,0.3333333333333333,2879,Churning Users,0,0.17885951562089963
7.116666666666667,0.6262807056122324,5,281,29,32,0.90625,3871,Steady Regulars,0,0.0
21.0,0.8536207011827952,7,219,91,89,1.0224719101123596,768,Power Bingers,0,0.0
0.0,0.0,11,29,0,0,0.0,233,New / Cold-Start Users,0,0.0
6.3,0.6861479496778756,8,300,22,32,0.6875,4583,Steady Regulars,0,0.0
7.35,0.566927428800596,7,689,30,33,0.9090909090909092,4798,Steady Regulars,0,0.0
5.716666666666667,0.5953285450130933,6,603,27,22,1.2272727272727273,11,Steady Regulars,0,0.0
6.3,0.6978105751437906,8,629,22,32,0.6875,4948,Steady Regulars,0,0.0
7.116666666666667,0.5890513102646011,3,157,31,30,1.0333333333333334,3524,Steady Regulars,0,0.0
19.016666666666666,0.8486687377069198,5,348,85,78,1.0897435897435896,2908,Power Bingers,0,0.0
7.466666666666667,0.5920943324878969,8,316,31,33,0.9393939393939394,2687,Steady Regulars,0,0.0
4.2,0.3017914646013231,6,257,8,28,0.2857142857142857,351,Churning Users,0,0.8149277797205855
22.05,0.8490538276505227,8,219,91,98,0.9285714285714286,3318,Power Bingers,0,0.0
20.883333333333333,0.8536468690371107,5,400,88,91,0.967032967032967,2478,Power Bingers,0,0.0
3.966666666666667,0.2799138766602618,3,284,4,30,0.1333333333333333,648,Churning Users,1,0.8564714986929128
4.666666666666667,0.6985094451932629,6,123,18,22,0.8181818181818182,3663,Steady Regulars,0,0.0
5.833333333333334,0.6160800593642277,8,221,22,28,0.7857142857142857,4832,Steady Regulars,0,0.0
3.3833333333333333,0.3083933099862669,6,291,6,23,0.2608695652173913,3451,Churning Users,1,0.7543689133498261
18.78333333333333,0.8472106289628908,8,425,80,81,0.9876543209876544,4091,Power Bingers,0,0.0
6.066666666666666,0.6036669513844722,3,636,27,25,1.08,1380,Steady Regulars,0,0.0
0.0,0.0,12,14,0,0,0.0,1115,New / Cold-Start Users,0,0.0
5.133333333333334,0.2720450760350953,4,499,12,32,0.375,2717,Churning Users,0,0.3398521820943794
8.05,0.6313673759553758,6,359,35,34,1.0294117647058822,1067,Steady Regulars,0,0.0
5.6000000000000005,0.6642035651515866,5,687,21,27,0.7777777777777778,948,Steady Regulars,0,0.0
5.133333333333334,0.2555685750270867,8,151,7,37,0.1891891891891892,1011,Churning Users,0,0.7781461799611944
3.5,0.2731303970999212,5,422,8,22,0.3636363636363636,1338,Churning Users,0,0.8764125816789857
6.066666666666666,0.7012492255033581,8,279,25,27,0.925925925925926,4557,Steady Regulars,0,0.0
0.0,0.0,12,6,0,0,0.0,603,New / Cold-Start Users,0,0.0
6.533333333333333,0.6977888855485092,8,113,26,30,0.8666666666666667,236,Steady Regulars,0,0.0
0.0,0.0,8,23,0,0,0.0,4543,New / Cold-Start Users,0,0.0
0.0,0.0,15,18,0,0,0.0,1744,New / Cold-Start Users,0,0.0
6.416666666666667,0.6997396340120939,8,544,31,24,1.2916666666666667,4624,Steady Regulars,0,0.0
19.366666666666667,0.8459328324127707,7,277,75,91,0.8241758241758241,1278,Power Bingers,0,0.0
6.65,0.6205635252224482,6,327,25,32,0.78125,1423,Steady Regulars,0,0.0
4.2,0.699667186160613,5,182,21,15,1.4,4900,Steady Regulars,0,0.0
2.916666666666667,0.344669236554372,7,322,6,19,0.3157894736842105,3286,Churning Users,0,0.8503383507055529
20.53333333333333,0.8479348012570221,5,582,95,81,1.1728395061728396,4827,Power Bingers,0,0.0
4.9,0.7554709700466823,6,157,25,17,1.4705882352941178,2793,Steady Regulars,0,0.0
0.0,0.0,15,9,0,0,0.0,892,New / Cold-Start Users,0,0.0
19.25,0.8617999681757696,5,240,90,75,1.2,3026,Power Bingers,0,0.0
24.15,0.8499516584796293,8,461,99,108,0.9166666666666666,205,Power Bingers,0,0.0
19.83333333333333,0.8601313882180631,6,438,83,87,0.9540229885057472,4839,Power Bingers,0,0.0
4.2,0.2580436278638616,8,423,6,30,0.2,1121,Churning Users,0,0.8264089538299945
21.0,0.8734517744720907,6,631,89,91,0.978021978021978,3000,Power Bingers,0,0.0
19.6,0.8483965766431071,4,382,79,89,0.8876404494382022,271,Power Bingers,0,0.0
8.166666666666666,0.6050207645200103,6,481,38,32,1.1875,4896,Steady Regulars,0,0.0
21.583333333333336,0.8433196471495592,4,584,103,82,1.2560975609756098,972,Power Bingers,0,0.0
7.0,0.5941072476196829,6,218,32,28,1.1428571428571428,2486,Steady Regulars,0,0.0
8.166666666666666,0.5829629678336735,6,477,35,35,1.0,4546,Steady Regulars,0,0.0
3.85,0.2941471721186831,7,236,9,24,0.375,1198,Churning Users,0,0.8095376161591484
20.3,0.8514744650421289,5,728,89,85,1.0470588235294118,548,Power Bingers,0,0.0
4.083333333333333,0.2603876849782659,8,251,9,26,0.3461538461538461,2428,Churning Users,0,0.8686252026851333
20.3,0.8532101388747847,8,416,68,106,0.6415094339622641,4079,Power Bingers,0,0.0
8.166666666666666,0.5684551103682985,3,236,29,41,0.7073170731707317,2550,Steady Regulars,0,0.0
4.2,0.302939005129489,5,238,5,31,0.1612903225806451,1931,Churning Users,0,0.7853134519147085
7.35,0.6940903283646402,7,637,33,30,1.1,3754,Steady Regulars,0,0.0
7.816666666666667,0.608729438888918,3,118,34,33,1.0303030303030305,4734,Steady Regulars,0,0.0
5.716666666666667,0.7087892780109237,6,209,20,29,0.6896551724137931,1049,Steady Regulars,0,0.0
0.0,0.0,11,13,0,0,0.0,711,New / Cold-Start Users,0,0.0
8.166666666666666,0.6020856289233368,3,95,30,40,0.75,138,Steady Regulars,0,0.0
3.85,0.329959831910295,3,412,6,27,0.2222222222222222,4322,Churning Users,0,0.7350816698343823
20.3,0.8491035939016273,7,539,85,89,0.9550561797752808,3179,Power Bingers,0,0.0
4.783333333333333,0.7080307897992597,8,243,20,21,0.9523809523809524,4907,Steady Regulars,0,0.0
2.916666666666667,0.2923157349422068,8,261,4,21,0.1904761904761904,3502,Churning Users,0,0.8663774390649983
6.65,0.7070209463792119,4,673,34,23,1.4782608695652173,609,Steady Regulars,0,0.0
20.65,0.8549673283104118,5,390,79,98,0.8061224489795918,703,Power Bingers,0,0.0
0.0,0.0,8,18,0,0,0.0,3599,New / Cold-Start Users,0,0.0
18.9,0.8539165279235958,8,724,78,84,0.9285714285714286,849,Power Bingers,0,0.0
6.65,0.6211450233812004,8,228,29,28,1.0357142857142858,2942,Steady Regulars,0,0.0
20.3,0.8451117414233447,5,259,79,95,0.8315789473684211,998,Power Bingers,0,0.0
5.483333333333333,0.6225515339285326,4,229,26,21,1.238095238095238,1450,Steady Regulars,0,0.0
5.483333333333333,0.7297063924976502,7,642,18,29,0.6206896551724138,4992,Steady Regulars,0,0.0
21.46666666666667,0.8525644482818219,9,282,94,90,1.0444444444444445,2958,Power Bingers,0,0.0
0.0,0.0,12,24,0,0,0.0,3076,New / Cold-Start Users,0,0.0
4.783333333333333,0.5951037936757407,7,478,21,20,1.05,4517,Steady Regulars,0,0.0
20.766666666666666,0.8374444909669758,6,271,95,83,1.144578313253012,3962,Power Bingers,0,0.0
19.366666666666667,0.8417463334128475,6,202,86,80,1.075,3394,Power Bingers,0,0.0
2.45,0.3031001377547599,6,480,4,17,0.2352941176470588,4820,Churning Users,0,0.6398069276946399
21.0,0.863386575915179,7,614,92,88,1.0454545454545454,3572,Power Bingers,0,0.0
7.116666666666667,0.6234425651419855,8,617,35,26,1.3461538461538465,4994,Steady Regulars,0,0.0
7.583333333333334,0.5898341427015638,4,577,37,28,1.3214285714285714,1705,Steady Regulars,0,0.0
19.71666666666667,0.8460950992377578,8,523,83,86,0.9651162790697676,4351,Power Bingers,0,0.0
5.833333333333334,0.5478227533786886,4,500,26,24,1.0833333333333333,3087,Steady Regulars,0,0.0
6.3,0.6196460933179949,5,592,31,23,1.3478260869565215,515,Steady Regulars,0,0.0
5.95,0.5794947004705926,6,469,23,28,0.8214285714285714,4067,Steady Regulars,0,0.0
6.066666666666666,0.5693999623656851,8,110,22,30,0.7333333333333333,3446,Steady Regulars,0,0.0
7.35,0.6020384524192148,5,285,25,38,0.6578947368421053,4119,Steady Regulars,0,0.0
3.966666666666667,0.3320032006295246,8,101,5,29,0.1724137931034483,197,Churning Users,0,0.47349358863722274
3.966666666666667,0.3131727470418215,4,110,5,29,0.1724137931034483,4665,Churning Users,0,0.7202715469951894
5.95,0.6635729299185747,6,511,26,25,1.04,2343,Steady Regulars,0,0.0
7.116666666666667,0.6018738942418632,7,574,32,29,1.103448275862069,1002,Steady Regulars,0,0.0
10.15,0.5894652828030444,7,529,42,45,0.9333333333333332,313,Steady Regulars,0,0.0
23.566666666666663,0.8463778537441227,5,652,116,86,1.3488372093023255,679,Power Bingers,0,0.0
5.133333333333334,0.7204975302828213,4,354,26,18,1.4444444444444444,4485,Steady Regulars,0,0.0
4.666666666666667,0.322305407365501,4,193,8,32,0.25,2019,Churning Users,0,0.8632591656420334
6.3,0.7079225652097085,7,697,27,27,1.0,707,Steady Regulars,0,0.0
0.0,0.0,14,13,0,0,0.0,1760,New / Cold-Start Users,0,0.0
0.0,0.0,11,25,0,0,0.0,1676,New / Cold-Start Users,0,0.0
5.6000000000000005,0.5600889414671756,6,283,25,23,1.0869565217391304,793,Steady Regulars,0,0.0
4.783333333333333,0.7123496670958708,6,165,17,24,0.7083333333333334,3726,Steady Regulars,0,0.0
7.933333333333334,0.559083235552356,5,704,34,34,1.0,4282,Steady Regulars,0,0.0
8.05,0.5792165067781468,8,464,38,31,1.2258064516129032,3370,Steady Regulars,0,0.0
21.583333333333336,0.8492707599192768,8,693,83,102,0.8137254901960784,4961,Power Bingers,0,0.0
5.016666666666667,0.7014213878728288,7,255,25,18,1.3888888888888888,2225,Steady Regulars,0,0.0
0.0,0.0,12,23,0,0,0.0,2045,New / Cold-Start Users,0,0.0
3.3833333333333333,0.2827354734393127,4,261,3,26,0.1153846153846153,1992,Churning Users,1,0.8532158125711787
3.85,0.3104186107671986,3,245,8,25,0.32,3224,Churning Users,0,0.8225649296913028
5.25,0.6891622114307184,5,363,26,19,1.368421052631579,1753,Steady Regulars,0,0.0
7.0,0.6113644256392923,7,262,29,31,0.935483870967742,1738,Steady Regulars,0,0.0
3.733333333333333,0.2569443441776485,6,453,4,28,0.1428571428571428,3346,Churning Users,0,0.8618766946217992
6.3,0.720322808403261,9,145,28,26,1.0769230769230769,4355,Steady Regulars,0,0.0
8.75,0.5635929216476628,5,352,35,40,0.875,1353,Steady Regulars,0,0.0
18.78333333333333,0.8356127371923313,7,377,78,83,0.9397590361445785,636,Power Bingers,0,0.0
6.416666666666667,0.5944459686460875,7,323,32,23,1.391304347826087,1761,Steady Regulars,0,0.0
3.733333333333333,0.3396199666471627,8,268,7,25,0.28,274,Churning Users,1,0.8322021037447496
4.783333333333333,0.3030886110599597,4,119,6,35,0.1714285714285714,4375,Churning Users,0,0.7672630575474879
8.283333333333333,0.6293446741623572,5,717,33,38,0.868421052631579,4272,Steady Regulars,0,0.0
6.65,0.6099404051589318,6,544,22,35,0.6285714285714286,1046,Steady Regulars,0,0.0
5.366666666666667,0.6820499897503483,5,103,21,25,0.84,1953,Steady Regulars,0,0.0
7.466666666666667,0.6192109890099481,3,91,37,27,1.3703703703703705,4630,Steady Regulars,0,0.0
6.416666666666667,0.7086838137400719,5,190,29,26,1.1153846153846154,2715,Steady Regulars,0,0.0
3.616666666666666,0.2343255112747194,8,94,8,23,0.3478260869565217,1313,Churning Users,0,0.5658143462486528
6.883333333333334,0.6860871769665882,5,614,35,24,1.4583333333333333,2165,Steady Regulars,0,0.0
4.666666666666667,0.3011825613842077,4,148,11,29,0.3793103448275862,3519,Churning Users,0,0.8341521546645013
4.783333333333333,0.2712628685277014,7,143,10,31,0.3225806451612903,3195,Churning Users,0,0.8701418213767669
6.416666666666667,0.7038777588447526,9,588,26,29,0.896551724137931,1548,Steady Regulars,0,0.0
20.65,0.8422472127313063,4,528,85,92,0.9239130434782608,4008,Power Bingers,0,0.0
5.483333333333333,0.683870899595653,6,298,22,25,0.88,697,Steady Regulars,0,0.0
3.5,0.2584050670334762,3,472,6,24,0.25,421,Churning Users,0,0.8362445665957797
7.816666666666667,0.594872304051535,3,560,35,32,1.09375,3021,Steady Regulars,0,0.0
7.583333333333334,0.5841428226288389,6,423,36,29,1.2413793103448276,4956,Steady Regulars,0,0.0
18.666666666666668,0.8433602156267991,9,621,76,84,0.9047619047619048,555,Power Bingers,0,0.0
6.183333333333334,0.7182313302429576,9,172,28,25,1.12,2288,Steady Regulars,0,0.0
0.0,0.0,11,29,0,0,0.0,2547,New / Cold-Start Users,0,0.0
6.766666666666667,0.57555223396937,5,97,28,30,0.9333333333333332,3449,Steady Regulars,0,0.0
6.65,0.5517837064211366,8,301,24,33,0.7272727272727273,897,Steady Regulars,0,0.0
0.0,0.0,13,20,0,0,0.0,2974,New / Cold-Start Users,0,0.0
20.3,0.8397400814876105,5,328,87,87,1.0,1244,Power Bingers,0,0.0
4.666666666666667,0.3378404483613189,6,154,8,32,0.25,2395,Churning Users,0,0.8530588525442573
7.0,0.6086192981659476,7,476,28,32,0.875,1554,Steady Regulars,0,0.0
18.666666666666668,0.8447519056507243,5,503,79,81,0.9753086419753086,240,Power Bingers,0,0.0
7.583333333333334,0.5943773165155661,7,664,33,32,1.03125,3849,Steady Regulars,0,0.0
6.066666666666666,0.5856044142321628,7,272,21,31,0.6774193548387096,3741,Steady Regulars,0,0.0
7.583333333333334,0.6348736864412435,6,520,27,38,0.7105263157894737,1993,Steady Regulars,0,0.0
6.183333333333334,0.7294158932394335,7,319,22,31,0.7096774193548387,380,Steady Regulars,0,0.0
6.766666666666667,0.5998388582405298,4,332,28,30,0.9333333333333332,596,Steady Regulars,0,0.0
5.483333333333333,0.3388057745965021,5,125,6,41,0.1463414634146341,210,Churning Users,0,0.41369391722574855
6.416666666666667,0.5667980123378867,6,123,26,29,0.896551724137931,119,Steady Regulars,0,0.0
3.85,0.3151363512844125,4,479,8,25,0.32,745,Churning Users,0,0.785787106161348
5.833333333333334,0.7022489571997435,5,219,24,26,0.9230769230769232,2812,Steady Regulars,0,0.0
0.0,0.0,15,25,0,0,0.0,2291,New / Cold-Start Users,0,0.0
7.116666666666667,0.5798635576371387,8,709,27,34,0.7941176470588235,4213,Steady Regulars,0,0.0
20.066666666666663,0.8509382106265576,7,393,99,73,1.356164383561644,4568,Power Bingers,0,0.0
7.466666666666667,0.6987244177350896,6,470,33,31,1.064516129032258,168,Steady Regulars,0,0.0
20.183333333333334,0.8565269304496055,7,521,95,78,1.2179487179487178,3439,Power Bingers,0,0.0
4.666666666666667,0.3100718772127465,7,341,7,33,0.2121212121212121,1077,Churning Users,0,0.8285014085403702
6.883333333333334,0.6953429848536264,5,674,25,34,0.7352941176470589,2746,Steady Regulars,0,0.0
20.416666666666668,0.8366421924582307,7,408,91,84,1.0833333333333333,2567,Power Bingers,0,0.0
4.083333333333333,0.2913812929754095,5,382,7,28,0.25,4072,Churning Users,0,0.8630508998004359
3.15,0.3391055428610285,4,318,6,21,0.2857142857142857,2561,Churning Users,0,0.8565555870589967
0.0,0.0,13,10,0,0,0.0,1229,New / Cold-Start Users,0,0.0
19.95,0.8677752219763755,5,270,89,82,1.0853658536585369,4474,Power Bingers,0,0.0
6.3,0.610424848247699,7,526,23,31,0.7419354838709677,2898,Steady Regulars,0,0.0
5.95,0.6887129161557146,7,111,25,26,0.9615384615384616,1212,Steady Regulars,0,0.0
4.9,0.7057563558665035,7,630,24,18,1.3333333333333333,1840,Steady Regulars,0,0.0
7.35,0.5795333576305847,6,277,28,35,0.8,70,Steady Regulars,0,0.0
4.316666666666666,0.3311689456749122,5,467,10,27,0.3703703703703703,500,Churning Users,0,0.8377111591616706
6.533333333333333,0.5780714505146717,6,725,37,19,1.947368421052632,3833,Steady Regulars,0,0.0
6.416666666666667,0.7053921638902346,4,241,29,26,1.1153846153846154,2143,Steady Regulars,0,0.0
8.283333333333333,0.5972661974390415,6,215,31,40,0.775,2915,Steady Regulars,0,0.0
21.116666666666667,0.8413371668458277,5,336,92,89,1.0337078651685394,2150,Power Bingers,0,0.0
18.08333333333333,0.8517351233300259,6,554,74,81,0.9135802469135802,3234,Power Bingers,0,0.0
5.95,0.7030073463150368,7,605,24,27,0.8888888888888888,3113,Steady Regulars,0,0.0
6.883333333333334,0.7016014346453728,4,406,33,26,1.2692307692307692,2430,Steady Regulars,0,0.0
6.183333333333334,0.6595917632363126,5,603,34,19,1.7894736842105263,2950,Steady Regulars,0,0.0
18.316666666666663,0.8688827539557712,5,404,80,77,1.0389610389610389,1940,Power Bingers,0,0.0
18.2,0.8388025557213151,9,521,71,85,0.8352941176470589,2803,Power Bingers,0,0.0
7.35,0.5990595893233597,8,359,35,28,1.25,907,Steady Regulars,0,0.0
4.9,0.3100949656397019,6,398,10,32,0.3125,3172,Churning Users,0,0.8583759562007143
7.583333333333334,0.5666255931141134,7,157,37,28,1.3214285714285714,3601,Steady Regulars,0,0.0
0.0,0.0,14,17,0,0,0.0,2599,New / Cold-Start Users,0,0.0
4.083333333333333,0.248416629823136,4,173,5,30,0.1666666666666666,3364,Churning Users,0,0.8191468629793238
6.066666666666666,0.662934518922958,9,323,21,31,0.6774193548387096,638,Steady Regulars,0,0.0
6.416666666666667,0.7121200678464449,5,445,29,26,1.1153846153846154,2976,Steady Regulars,0,0.0
0.0,0.0,15,23,0,0,0.0,3885,New / Cold-Start Users,0,0.0
9.566666666666666,0.6168515155483352,3,516,38,44,0.8636363636363636,57,Steady Regulars,0,0.0
8.05,0.6022749993189224,6,91,31,38,0.8157894736842105,3667,Steady Regulars,0,0.0
0.0,0.0,14,16,0,0,0.0,873,New / Cold-Start Users,0,0.0
7.35,0.6179776443734704,8,498,24,39,0.6153846153846154,4765,Steady Regulars,0,0.0
0.0,0.0,9,22,0,0,0.0,1986,New / Cold-Start Users,0,0.0013
